original_path,current_path,may_11_classification,may_12_disposition,current_owner,canonical_target,recommended_action,reason
docs/architecture/PR778_ARCHITECTURAL_ASSESSMENT.md,docs/pr_archive/architecture/PR778_ARCHITECTURAL_ASSESSMENT.md,historical,moved-to-pr-archive,Repository Architect,docs/governance/DOCUMENTATION_MAP.md,retain as PR/review evidence outside docs/architecture navigation,May 12 architecture triage moved PR/review-specific evidence out of maintained architecture navigation.
docs/architecture/PR_804_GOVERNANCE_ANALYSIS.md,docs/pr_archive/architecture/PR_804_GOVERNANCE_ANALYSIS.md,historical,moved-to-pr-archive,Repository Architect,docs/governance/DOCUMENTATION_MAP.md,retain as PR/review evidence outside docs/architecture navigation,May 12 architecture triage moved PR/review-specific evidence out of maintained architecture navigation.
docs/architecture/PR_845_ARCHITECTURAL_REVIEW.md,docs/pr_archive/architecture/PR_845_ARCHITECTURAL_REVIEW.md,historical,moved-to-pr-archive,Repository Architect,docs/governance/DOCUMENTATION_MAP.md,retain as PR/review evidence outside docs/architecture navigation,May 12 architecture triage moved PR/review-specific evidence out of maintained architecture navigation.
docs/architecture/PR_906_ARCHITECTURAL_REVIEW.md,docs/pr_archive/architecture/PR_906_ARCHITECTURAL_REVIEW.md,historical,moved-to-pr-archive,Repository Architect,docs/governance/DOCUMENTATION_MAP.md,retain as PR/review evidence outside docs/architecture navigation,May 12 architecture triage moved PR/review-specific evidence out of maintained architecture navigation.
docs/architecture/PR_906_FINAL_VERIFICATION.md,docs/pr_archive/architecture/PR_906_FINAL_VERIFICATION.md,historical,moved-to-pr-archive,Repository Architect,docs/governance/DOCUMENTATION_MAP.md,retain as PR/review evidence outside docs/architecture navigation,May 12 architecture triage moved PR/review-specific evidence out of maintained architecture navigation.
docs/architecture/PR_906_FOLLOWUP_DECISIONS.md,docs/pr_archive/architecture/PR_906_FOLLOWUP_DECISIONS.md,historical,moved-to-pr-archive,Repository Architect,docs/governance/DOCUMENTATION_MAP.md,retain as PR/review evidence outside docs/architecture navigation,May 12 architecture triage moved PR/review-specific evidence out of maintained architecture navigation.
docs/architecture/PR_906_FOLLOWUP_ISSUES.md,docs/pr_archive/architecture/PR_906_FOLLOWUP_ISSUES.md,historical,moved-to-pr-archive,Repository Architect,docs/governance/DOCUMENTATION_MAP.md,retain as PR/review evidence outside docs/architecture navigation,May 12 architecture triage moved PR/review-specific evidence out of maintained architecture navigation.
docs/architecture/PR_906_P1B_FIX_VERIFICATION.md,docs/pr_archive/architecture/PR_906_P1B_FIX_VERIFICATION.md,historical,moved-to-pr-archive,Repository Architect,docs/governance/DOCUMENTATION_MAP.md,retain as PR/review evidence outside docs/architecture navigation,May 12 architecture triage moved PR/review-specific evidence out of maintained architecture navigation.
docs/architecture/PR_932_ARCHITECTURAL_VERIFICATION.md,docs/pr_archive/architecture/PR_932_ARCHITECTURAL_VERIFICATION.md,historical,moved-to-pr-archive,Repository Architect,docs/governance/DOCUMENTATION_MAP.md,retain as PR/review evidence outside docs/architecture navigation,May 12 architecture triage moved PR/review-specific evidence out of maintained architecture navigation.
docs/architecture/PR_932_CRITICAL_FIXES_VERIFICATION.md,docs/pr_archive/architecture/PR_932_CRITICAL_FIXES_VERIFICATION.md,historical,moved-to-pr-archive,Repository Architect,docs/governance/DOCUMENTATION_MAP.md,retain as PR/review evidence outside docs/architecture navigation,May 12 architecture triage moved PR/review-specific evidence out of maintained architecture navigation.
docs/architecture/PR_932_DOCUMENTATION_ALIGNMENT_COMPLETE.md,docs/pr_archive/architecture/PR_932_DOCUMENTATION_ALIGNMENT_COMPLETE.md,historical,moved-to-pr-archive,Repository Architect,docs/governance/DOCUMENTATION_MAP.md,retain as PR/review evidence outside docs/architecture navigation,May 12 architecture triage moved PR/review-specific evidence out of maintained architecture navigation.
docs/architecture/PR_ARCHITECTURAL_ASSESSMENT_793_792_790.md,docs/pr_archive/architecture/PR_ARCHITECTURAL_ASSESSMENT_793_792_790.md,historical,moved-to-pr-archive,Repository Architect,docs/governance/DOCUMENTATION_MAP.md,retain as PR/review evidence outside docs/architecture navigation,May 12 architecture triage moved PR/review-specific evidence out of maintained architecture navigation.
docs/architecture/PR_REVIEW_ACTION_ITEMS.md,docs/pr_archive/architecture/PR_REVIEW_ACTION_ITEMS.md,historical,moved-to-pr-archive,Repository Architect,docs/governance/DOCUMENTATION_MAP.md,retain as PR/review evidence outside docs/architecture navigation,May 12 architecture triage moved PR/review-specific evidence out of maintained architecture navigation.
docs/architecture/README.md,docs/architecture/README.md,canonical,canonical,Repository Architect,docs/architecture/README.md,maintain as canonical architecture source,Kept in the explicit canonical architecture set from the May 12 triage plan.
docs/architecture/REPOSITORY_HEALTH_REPORT_2026-02-03.md,docs/historical/architecture/REPOSITORY_HEALTH_REPORT_2026-02-03.md,historical,moved-to-historical,Repository Architect,docs/governance/DOCUMENTATION_MAP.md,retain as point-in-time evidence outside docs/architecture navigation,May 12 architecture triage moved point-in-time reports out of maintained architecture navigation.
docs/architecture/SPATIAL_AI_PHASE_I_AUTHORIZATION.md,docs/architecture/SPATIAL_AI_PHASE_I_AUTHORIZATION.md,current-support,review-required-planning,Repository Architect,docs/architecture/SPATIAL_AI_PHASE_I_AUTHORIZATION.md,keep in docs/architecture pending owner review for promotion or archival,May 11 inventory kept this as current-support; May 12 triage flags it for owner review.
docs/architecture/SPATIAL_AI_ROADMAP_ARCHITECTURAL_REVIEW.md,docs/architecture/SPATIAL_AI_ROADMAP_ARCHITECTURAL_REVIEW.md,current-support,review-required-planning,Repository Architect,docs/architecture/SPATIAL_AI_ROADMAP_ARCHITECTURAL_REVIEW.md,keep in docs/architecture pending owner review for promotion or archival,May 11 inventory kept this as current-support; May 12 triage flags it for owner review.
docs/architecture/TEMPORAL_ARCHITECTURE_QUICKREF.md,docs/architecture/TEMPORAL_ARCHITECTURE_QUICKREF.md,current-support,review-required-planning,Repository Architect,docs/architecture/TEMPORAL_ARCHITECTURE_QUICKREF.md,keep in docs/architecture pending owner review for promotion or archival,May 11 inventory kept this as current-support; May 12 triage flags it for owner review.
docs/architecture/TEMPORAL_ARCHITECTURE_SUMMARY.md,docs/historical/architecture/TEMPORAL_ARCHITECTURE_SUMMARY.md,historical,moved-to-historical,Repository Architect,docs/governance/DOCUMENTATION_MAP.md,retain as point-in-time evidence outside docs/architecture navigation,May 12 architecture triage moved point-in-time reports out of maintained architecture navigation.
docs/architecture/TODO_INVENTORY_QUICK_REF.md,docs/architecture/TODO_INVENTORY_QUICK_REF.md,current-support,promoted-current-navigation,Repository Architect,docs/architecture/TODO_INVENTORY_QUICK_REF.md,maintain in current navigation and governance cross-references,Promoted/current-navigation support file named by the May 12 triage plan.
docs/architecture/TRANCHE_EXECUTION_PLAN.md,docs/architecture/TRANCHE_EXECUTION_PLAN.md,current-support,review-required-planning,Repository Architect,docs/architecture/TRANCHE_EXECUTION_PLAN.md,keep in docs/architecture pending owner review for promotion or archival,May 11 inventory kept this as current-support; May 12 triage flags it for owner review.
docs/architecture/TRANCHE_PHASE1_EXECUTIVE_SUMMARY.md,docs/historical/architecture/TRANCHE_PHASE1_EXECUTIVE_SUMMARY.md,historical,moved-to-historical,Repository Architect,docs/governance/DOCUMENTATION_MAP.md,retain as point-in-time evidence outside docs/architecture navigation,May 12 architecture triage moved point-in-time reports out of maintained architecture navigation.
docs/architecture/TRANCHE_PHASE1_QUALITY_REVIEW.md,docs/architecture/TRANCHE_PHASE1_QUALITY_REVIEW.md,current-support,review-required-planning,Repository Architect,docs/architecture/TRANCHE_PHASE1_QUALITY_REVIEW.md,keep in docs/architecture pending owner review for promotion or archival,May 11 inventory kept this as current-support; May 12 triage flags it for owner review.
docs/architecture/TRANCHE_PHASE2_EXECUTION_PLAN.md,docs/architecture/TRANCHE_PHASE2_EXECUTION_PLAN.md,current-support,review-required-planning,Repository Architect,docs/architecture/TRANCHE_PHASE2_EXECUTION_PLAN.md,keep in docs/architecture pending owner review for promotion or archival,May 11 inventory kept this as current-support; May 12 triage flags it for owner review.
docs/architecture/TRANCHE_PHASE2_QUICKREF.md,docs/architecture/TRANCHE_PHASE2_QUICKREF.md,current-support,review-required-planning,Repository Architect,docs/architecture/TRANCHE_PHASE2_QUICKREF.md,keep in docs/architecture pending owner review for promotion or archival,May 11 inventory kept this as current-support; May 12 triage flags it for owner review.
docs/architecture/V2_0_0_IMPLEMENTATION_PLAN.md,docs/architecture/V2_0_0_IMPLEMENTATION_PLAN.md,current-support,review-required-planning,Repository Architect,docs/architecture/V2_0_0_IMPLEMENTATION_PLAN.md,keep in docs/architecture pending owner review for promotion or archival,May 11 inventory kept this as current-support; May 12 triage flags it for owner review.
docs/architecture/V2_0_0_RELEASE_REVIEW.md,docs/architecture/V2_0_0_RELEASE_REVIEW.md,current-support,review-required-planning,Repository Architect,docs/architecture/V2_0_0_RELEASE_REVIEW.md,keep in docs/architecture pending owner review for promotion or archival,May 11 inventory kept this as current-support; May 12 triage flags it for owner review.
docs/architecture/V_JEPA_2_DECISION.md,docs/architecture/V_JEPA_2_DECISION.md,current-support,review-required-planning,Repository Architect,docs/architecture/V_JEPA_2_DECISION.md,keep in docs/architecture pending owner review for promotion or archival,May 11 inventory kept this as current-support; May 12 triage flags it for owner review.
docs/architecture/V_JEPA_2_INTEGRATION_ASSESSMENT.md,docs/architecture/V_JEPA_2_INTEGRATION_ASSESSMENT.md,current-support,review-required-planning,Repository Architect,docs/architecture/V_JEPA_2_INTEGRATION_ASSESSMENT.md,keep in docs/architecture pending owner review for promotion or archival,May 11 inventory kept this as current-support; May 12 triage flags it for owner review.
docs/architecture/V_JEPA_2_QUICKREF.md,docs/architecture/V_JEPA_2_QUICKREF.md,current-support,review-required-planning,Repository Architect,docs/architecture/V_JEPA_2_QUICKREF.md,keep in docs/architecture pending owner review for promotion or archival,May 11 inventory kept this as current-support; May 12 triage flags it for owner review.
docs/architecture/adr-0015-da3-1-1-non-commercial-research-tier.md,docs/architecture/adr-0015-da3-1-1-non-commercial-research-tier.md,canonical,canonical,Repository Architect,docs/architecture/adr-0015-da3-1-1-non-commercial-research-tier.md,maintain as canonical architecture source,Kept in the explicit canonical architecture set from the May 12 triage plan.
docs/architecture/agent_governance.md,docs/architecture/agent_governance.md,canonical,canonical,Repository Architect / Agent governance,docs/architecture/agent_governance.md,maintain as canonical architecture source,Kept in the explicit canonical architecture set from the May 12 triage plan.
docs/architecture/analysis/ANALYSIS-DH-001.md,docs/architecture/analysis/ANALYSIS-DH-001.md,current-support,review-required-analysis,Repository Architect,docs/architecture/analysis/ANALYSIS-DH-001.md,keep in docs/architecture pending owner review for promotion or archival,May 11 inventory kept this as current-support; May 12 triage flags it for owner review.
docs/architecture/ci_gate_pattern.md,docs/architecture/ci_gate_pattern.md,current-support,review-required-planning,Repository Architect,docs/architecture/ci_gate_pattern.md,keep in docs/architecture pending owner review for promotion or archival,May 11 inventory kept this as current-support; May 12 triage flags it for owner review.
docs/architecture/performance_ledger_v1.7_review.md,docs/architecture/performance_ledger_v1.7_review.md,current-support,review-required-planning,Repository Architect,docs/architecture/performance_ledger_v1.7_review.md,keep in docs/architecture pending owner review for promotion or archival,May 11 inventory kept this as current-support; May 12 triage flags it for owner review.
docs/architecture/phase3_l1_cache_invariants.md,docs/architecture/phase3_l1_cache_invariants.md,current-support,review-required-planning,Repository Architect,docs/architecture/phase3_l1_cache_invariants.md,keep in docs/architecture pending owner review for promotion or archival,May 11 inventory kept this as current-support; May 12 triage flags it for owner review.
docs/architecture/pr-review-845-883-superseded.md,docs/pr_archive/architecture/pr-review-845-883-superseded.md,historical,moved-to-pr-archive,Repository Architect,docs/governance/DOCUMENTATION_MAP.md,retain as PR/review evidence outside docs/architecture navigation,May 12 architecture triage moved PR/review-specific evidence out of maintained architecture navigation.
docs/architecture/specifications/SPEC-DH-001.md,docs/architecture/specifications/SPEC-DH-001.md,canonical,canonical,Repository Architect,docs/architecture/specifications/SPEC-DH-001.md,maintain as canonical architecture source,Kept in the explicit canonical architecture set from the May 12 triage plan.
docs/architecture/transformation_portal_roadmap_rereview_2026-04-07.md,docs/architecture/transformation_portal_roadmap_rereview_2026-04-07.md,current-support,review-required-planning,Repository Architect,docs/architecture/transformation_portal_roadmap_rereview_2026-04-07.md,keep in docs/architecture pending owner review for promotion or archival,May 11 inventory kept this as current-support; May 12 triage flags it for owner review.
