path,classification,current_owner,canonical_target,recommended_action,reason,review_status,evidence
docs/analysis/POOL_V3_INDEX.md,mixed,maintenance area: docs/analysis,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/analysis/POOL_V3_QUICK_GUIDE.md,mixed,maintenance area: docs/analysis,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/analysis/POOL_V3_RECOMMENDATIONS.md,mixed,maintenance area: docs/analysis,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/analysis/POOL_V3_TOOLS_ASSESSMENT.md,mixed,maintenance area: docs/analysis,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/analysis/PR232_RESOLUTION_SUMMARY.md,historical,maintenance area: docs/analysis,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/analysis/PR232_REVIEW_ANALYSIS.md,historical,maintenance area: docs/analysis,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/analysis/PROCESSING_QUICK_REFERENCE.md,historical,maintenance area: docs/analysis,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/analysis/PR_232_FIXES_SUMMARY.md,historical,maintenance area: docs/analysis,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/analysis/README.md,current-support,maintenance area: docs/analysis,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,Navigation or historical boundary corrected; no paragraph-level implementation review claimed.,navigation-only review,Coordinator diff review; DOCUMENTATION_MAP.md; exact tracked target and available git relocation history where links changed
docs/analysis/SOLUTION_SUMMARY.md,historical,maintenance area: docs/analysis,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/analysis/TODO_ACTION_PLAN.md,canonical,maintenance area: docs/analysis,docs/analysis/TODO_ACTION_PLAN.md,maintain with source contracts,Current claims verified against identified implementation; historical records retained.,source-reviewed changes,scan_todo_inventory.py --write-snapshot; historical planning status separated
docs/analysis/TODO_INVENTORY.md,canonical,maintenance area: docs/analysis,docs/analysis/TODO_INVENTORY.md,maintain with source contracts,Current claims verified against identified implementation; historical records retained.,source-reviewed changes,scan_todo_inventory.py --write-snapshot; dated historical entries retained
docs/analysis/todo_scanner_snapshot.json,current-support,maintenance area: docs/analysis,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,Navigation or historical boundary corrected; no paragraph-level implementation review claimed.,generated snapshot,Existing TODO/design generators or local finalize_inventory.py; no manual generated-content edit
docs/apex/.gitkeep,current-support,maintenance area: docs/apex,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/APEX_CONTRACT.md,canonical,maintenance area: docs/apex,docs/apex/APEX_CONTRACT.md,maintain with source contracts,Navigation or historical boundary corrected; no paragraph-level implementation review claimed.,navigation-only review,Coordinator diff review; DOCUMENTATION_MAP.md; exact tracked target and available git relocation history where links changed
docs/apex/GOVERNANCE_ORCHESTRATION_PLAN.md,current-support,maintenance area: docs/apex,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/GOVERNANCE_STATUS.md,canonical,maintenance area: docs/apex,docs/apex/GOVERNANCE_STATUS.md,maintain with source contracts,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/GOVERNANCE_USER_GUIDE.md,current-support,maintenance area: docs/apex,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,Navigation or historical boundary corrected; no paragraph-level implementation review claimed.,navigation-only review,Coordinator diff review; DOCUMENTATION_MAP.md; exact tracked target and available git relocation history where links changed
docs/apex/HUGGINGFACE_MODEL_PINNING.md,current-support,maintenance area: docs/apex,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/MERGE_READINESS.md,historical,maintenance area: docs/apex,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/PHASE1_IMPLEMENTATION_SUMMARY.md,historical,maintenance area: docs/apex,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/POST_MERGE_VALIDATION_CHECKLIST.md,historical,maintenance area: docs/apex,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/README_GOVERNANCE.md,historical,maintenance area: docs/apex,docs/governance/DOCUMENTATION_MAP.md,retain historical body and unresolved original-link backlog,Navigation or historical boundary corrected; no paragraph-level implementation review claimed.,historical-context review,Exact-name git log --all and tracked targets; documentation-links-2026-09-12.md
docs/apex/STEP_A_VERIFICATION_REPORT.md,historical,maintenance area: docs/apex,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/VERIFICATION_EVIDENCE.md,historical,maintenance area: docs/apex,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/WEEK1_EXECUTION_CHECKLIST.md,historical,maintenance area: docs/apex,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/apex_research_implementation_roadmap.md,current-support,maintenance area: docs/apex,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/apex_research_testing_strategy.md,current-support,maintenance area: docs/apex,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/ingest_contract.md,current-support,maintenance area: docs/apex,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/phase1/APEX_ARCHITECTURE_NOTES.md,current-support,maintenance area: docs/apex/phase1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/phase1/APEX_INTEGRATION_VALIDATION.md,current-support,maintenance area: docs/apex/phase1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/phase1/APEX_PHASE1_IMPLEMENTATION.md,current-support,maintenance area: docs/apex/phase1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/phase1/COMPLETION_REPORT.md,historical,maintenance area: docs/apex/phase1,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/phase1/PHASE1.1_TRUTH_ALIGNMENT.md,current-support,maintenance area: docs/apex/phase1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/phase1/PHASE1_COMPLETION_CHECKLIST.md,historical,maintenance area: docs/apex/phase1,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/phase1/TASK_COMPLETION_SUMMARY.txt,historical,maintenance area: docs/apex/phase1,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/phase2/COMPLETION_REPORT.md,historical,maintenance area: docs/apex/phase2,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/phase2/IMPLEMENTATION_SUMMARY.md,historical,maintenance area: docs/apex/phase2,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/phase2/PHASE2.1_HARDENING_SUMMARY.md,historical,maintenance area: docs/apex/phase2,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/phase2/REAL_EXECUTION_GUIDE.md,current-support,maintenance area: docs/apex/phase2,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,Navigation or historical boundary corrected; no paragraph-level implementation review claimed.,navigation-only review,Coordinator diff review; DOCUMENTATION_MAP.md; exact tracked target and available git relocation history where links changed
docs/apex/phase2/REAL_PIPELINE_INTEGRATION.md,current-support,maintenance area: docs/apex/phase2,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/phase3/README.md,current-support,maintenance area: docs/apex/phase3,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/phase4/EXECUTION_PLAN.md,current-support,maintenance area: docs/apex/phase4,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/policy/README.md,current-support,maintenance area: docs/apex/policy,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/policy/apex_policy_schema.yaml,current-support,maintenance area: docs/apex/policy,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/policy/enforcement_policy.yaml,current-support,maintenance area: docs/apex/policy,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/policy/governance_rules.yaml,current-support,maintenance area: docs/apex/policy,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/policy/performance_budgets.yaml,current-support,maintenance area: docs/apex/policy,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/policy/schemas/enforcement_policy_schema.yaml,current-support,maintenance area: docs/apex/policy/schemas,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/policy/schemas/governance_rules_schema.yaml,current-support,maintenance area: docs/apex/policy/schemas,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/policy/schemas/performance_budgets_schema.yaml,current-support,maintenance area: docs/apex/policy/schemas,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/policy/schemas/workload_suites_schema.yaml,current-support,maintenance area: docs/apex/policy/schemas,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/policy/workload_suites.yaml,current-support,maintenance area: docs/apex/policy,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/tier1/REGISTRY_API_MIGRATION.md,current-support,maintenance area: docs/apex/tier1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/apex/ultra_workflow_quick_guide.md,current-support,maintenance area: docs/apex,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/api/.gitkeep,current-support,maintenance area: docs/api,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/api/ARCHIVE_MACHINE_MODE_CONTRACT.md,canonical,"Public CLI/API, ingest, or portal maintenance area; no individual owner inferred",docs/api/ARCHIVE_MACHINE_MODE_CONTRACT.md,maintain with source contracts,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",source-reviewed (no change),"tools/archive_governance.py command handlers, build_parser, _tool_unavailable_error, _emit_result; docs/schemas/machine_mode/tp.archive.machine.v1/machine_mode.schema.json; No schema/serializer changes made"
docs/api/MACHINE_MODE_CONTRACT.md,canonical,"Public CLI/API, ingest, or portal maintenance area; no individual owner inferred",docs/api/MACHINE_MODE_CONTRACT.md,maintain with source contracts,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",source-reviewed changes,scripts/validation/validate_metadata_extraction.py _build_machine_envelope/_command_error_payload at 778-799 and generic extract failure at 962-980; src/transformation_portal/ingest/machine_output.py error_to_dict/extract_result_to_dict/dump_json; tools/parse_machine_json.py route_by_command; tests/ingest/test_parse_machine_json_cli.py and producer/serializer/jsonschema tests
docs/api/conf.py,current-support,"Public CLI/API, ingest, or portal maintenance area; no individual owner inferred",docs/api/conf.py,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",source-reviewed (no change),Existing SPHINX_OFFLINE support and optional autodoc mocks inspected; no configuration suppression added; strict build owned by coordinator
docs/api/index.rst,current-support,"Public CLI/API, ingest, or portal maintenance area; no individual owner inferred",docs/api/index.rst,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",source-reviewed changes,src/transformation_portal/config_loader.py validate_recipe; app.py HTTP API ownership; src/transformation_portal/lux_depth_v3/execution_lifecycle.py canonical preparation
docs/api/modules/cli.rst,current-support,"Public CLI/API, ingest, or portal maintenance area; no individual owner inferred",docs/api/modules/cli.rst,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",source-reviewed changes,pyproject.toml project.scripts 164-184; src/transformation_portal/__main__.py module entrypoint; src/transformation_portal/cli/__init__.py compatibility CLI; Makefile run-backend-local targets
docs/api/modules/config_loader.rst,current-support,"Public CLI/API, ingest, or portal maintenance area; no individual owner inferred",docs/api/modules/config_loader.rst,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",source-reviewed changes,src/transformation_portal/config_loader.py load_recipe 150 and list_recipes 366-398; config/recipes absent; caller must supply recipe path; list_recipes returns dicts
docs/api/modules/enhancers.rst,current-support,"Public CLI/API, ingest, or portal maintenance area; no individual owner inferred",docs/api/modules/enhancers.rst,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",source-reviewed (no change),src/transformation_portal/enhancers package exists; automodule-only page retained
docs/api/modules/lux_depth_v3.rst,current-support,"Public CLI/API, ingest, or portal maintenance area; no individual owner inferred",docs/api/modules/lux_depth_v3.rst,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",source-reviewed changes,src/transformation_portal/lux_depth_v3/__init__.py lazy exports omit former fictional DepthPipeline; src/transformation_portal/lux_depth_v3/execution_lifecycle.py prepare_lux_execution; src/transformation_portal/lux_depth_v3/orchestrator.py from_prepared
docs/api/modules/metrics.rst,current-support,"Public CLI/API, ingest, or portal maintenance area; no individual owner inferred",docs/api/modules/metrics.rst,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",source-reviewed (no change),src/transformation_portal/metrics package exists; automodule-only page retained
docs/api/modules/processors.rst,current-support,"Public CLI/API, ingest, or portal maintenance area; no individual owner inferred",docs/api/modules/processors.rst,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",source-reviewed (no change),src/transformation_portal/interfaces/processor.py and src/transformation_portal/lux_depth_v3/pbr_processor.py current modules retained
docs/api/modules/rendering.rst,current-support,"Public CLI/API, ingest, or portal maintenance area; no individual owner inferred",docs/api/modules/rendering.rst,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",source-reviewed changes,src/transformation_portal/rendering/__init__.py package; unmeasured performance claim removed
docs/api/modules/scene_types.rst,current-support,"Public CLI/API, ingest, or portal maintenance area; no individual owner inferred",docs/api/modules/scene_types.rst,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",source-reviewed changes,src/transformation_portal/scene_types.py taxonomy and normalize_scene_type/validate_scene_type/get_scene_type_description; no detect_scene_type or get_recommended_params
docs/api/modules/utils.rst,current-support,"Public CLI/API, ingest, or portal maintenance area; no individual owner inferred",docs/api/modules/utils.rst,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",source-reviewed changes,src/transformation_portal/utils/__init__.py exports performance/error_handling; src/transformation_portal/utils/performance.py cache_result; no package load_image_with_metadata/setup_logging
docs/architecture/ADR-001-APPROVAL.md,current-support,maintenance area: docs/architecture,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
